op_name,category,has_xpu_impl,triton_coverage_status,dispatch_keys,tags,notes
bitwise_and.Scalar_Tensor,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_and.Tensor,pointwise,False,likely_yes,[],"[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_and_.Scalar,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_and_.Tensor,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_or.Tensor_out,pointwise,False,likely_yes,"[""CPU, CUDA, MTIA"", ""MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_or.Scalar_out,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_or.Scalar,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_or.Scalar_Tensor,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_or.Tensor,pointwise,False,likely_yes,[],"[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_or_.Scalar,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_or_.Tensor,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_xor.Tensor_out,pointwise,False,likely_yes,"[""CPU, CUDA"", ""MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_xor.Scalar_out,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_xor.Scalar,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_xor.Scalar_Tensor,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_xor.Tensor,pointwise,False,likely_yes,[],"[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_xor_.Scalar,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_xor_.Tensor,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
__xor__.Scalar,pointwise,False,yes,[],"[""pointwise""]",Op __xor__.Scalar has explicit lowering in Inductor's lowering table.
__xor__.Tensor,pointwise,False,yes,[],"[""pointwise""]",Op __xor__.Tensor has explicit lowering in Inductor's lowering table.
__ixor__.Scalar,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
__ixor__.Tensor,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
__lshift__.Scalar,pointwise,False,yes,"[""CPU, CUDA, MPS, MTIA""]","[""pointwise""]",Op __lshift__.Scalar has explicit lowering in Inductor's lowering table.
__lshift__.Tensor,pointwise,False,yes,"[""CPU, CUDA, MPS, MTIA""]","[""pointwise""]",Op __lshift__.Tensor has explicit lowering in Inductor's lowering table.
__ilshift__.Scalar,pointwise,False,likely_yes,"[""CPU, CUDA, MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
__ilshift__.Tensor,pointwise,False,likely_yes,"[""CPU, CUDA, MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_left_shift.Tensor,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_left_shift_.Tensor,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_left_shift.Tensor_out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_left_shift.Tensor_Scalar,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_left_shift_.Tensor_Scalar,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_left_shift.Tensor_Scalar_out,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_left_shift.Scalar_Tensor,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
__rshift__.Scalar,pointwise,False,yes,"[""CPU, CUDA, MPS, MTIA""]","[""pointwise""]",Op __rshift__.Scalar has explicit lowering in Inductor's lowering table.
__rshift__.Tensor,pointwise,False,yes,"[""CPU, CUDA, MPS, MTIA""]","[""pointwise""]",Op __rshift__.Tensor has explicit lowering in Inductor's lowering table.
bitwise_right_shift.Tensor,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_right_shift_.Tensor,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_right_shift.Tensor_out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_right_shift.Tensor_Scalar,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_right_shift_.Tensor_Scalar,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_right_shift.Tensor_Scalar_out,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_right_shift.Scalar_Tensor,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
digamma_,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
lerp_.Scalar,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
lerp_.Tensor,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
ne.Scalar_out,pointwise,False,likely_yes,"[""CPU, CUDA, MTIA"", ""MPS"", ""QuantizedCPU""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
ne.Scalar,pointwise,False,likely_yes,"[""QuantizedCPU""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
ne.Tensor_out,pointwise,False,likely_yes,"[""CPU, CUDA, MTIA"", ""MPS"", ""QuantizedCPU""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
ne.Tensor,pointwise,False,likely_yes,"[""QuantizedCPU""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
eq.Scalar_out,pointwise,False,likely_yes,"[""CPU, CUDA, MTIA"", ""MPS"", ""QuantizedCPU""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
eq.Scalar,pointwise,False,likely_yes,"[""QuantizedCPU"", ""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
eq.Tensor_out,pointwise,False,likely_yes,"[""CPU, CUDA, MTIA"", ""MPS"", ""QuantizedCPU""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
eq.Tensor,pointwise,False,likely_yes,"[""QuantizedCPU"", ""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
ge.Scalar_out,pointwise,False,likely_yes,"[""CPU, CUDA, MTIA"", ""MPS"", ""QuantizedCPU""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
ge.Scalar,pointwise,False,likely_yes,"[""QuantizedCPU"", ""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
ge.Tensor_out,pointwise,False,likely_yes,"[""CPU, CUDA, MTIA"", ""MPS"", ""QuantizedCPU""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
ge.Tensor,pointwise,False,likely_yes,"[""QuantizedCPU""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
le.Scalar_out,pointwise,False,likely_yes,"[""CPU, CUDA, MTIA"", ""MPS"", ""QuantizedCPU""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
le.Scalar,pointwise,False,likely_yes,"[""QuantizedCPU""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
le.Tensor_out,pointwise,False,likely_yes,"[""CPU, CUDA, MTIA"", ""MPS"", ""QuantizedCPU""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
le.Tensor,pointwise,False,likely_yes,"[""QuantizedCPU""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
gt.Scalar_out,pointwise,False,likely_yes,"[""CPU, CUDA,MTIA"", ""MPS"", ""QuantizedCPU""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
gt.Scalar,pointwise,False,likely_yes,"[""QuantizedCPU"", ""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
gt.Tensor_out,pointwise,False,likely_yes,"[""CPU, CUDA, MTIA"", ""MPS"", ""QuantizedCPU""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
gt.Tensor,pointwise,False,likely_yes,"[""QuantizedCPU""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
lt.Scalar_out,pointwise,False,likely_yes,"[""CPU, CUDA, MTIA"", ""MPS"", ""QuantizedCPU""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
lt.Scalar,pointwise,False,likely_yes,"[""QuantizedCPU""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
lt.Tensor_out,pointwise,False,likely_yes,"[""CPU, CUDA, MTIA"", ""MPS"", ""QuantizedCPU""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
lt.Tensor,pointwise,False,likely_yes,"[""QuantizedCPU""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
addcmul.out,pointwise,False,yes,"[""CPU, CUDA, MTIA"", ""MPS""]","[""pointwise""]",Op addcmul.out has explicit lowering in Inductor's lowering table.
addcmul,pointwise,False,yes,[],"[""pointwise""]",Op addcmul has explicit lowering in Inductor's lowering table.
addcmul_,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
addcdiv.out,pointwise,False,likely_yes,"[""CPU, CUDA, MTIA"", ""MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
addcdiv,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
addcdiv_,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
lgamma.out,pointwise,False,likely_yes,"[""CPU, CUDA"", ""MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
lgamma_,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
lgamma,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
digamma.out,pointwise,False,likely_yes,"[""CPU, CUDA"", ""MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
digamma,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
polygamma.out,pointwise,False,likely_yes,"[""CPU, CUDA"", ""MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
polygamma,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
polygamma_,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
erfinv,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
erfinv_,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
erfinv.out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
i0,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
i0_,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
i0.out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
sign,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
sign_,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
sign.out,pointwise,False,likely_yes,"[""CPU, CUDA"", ""MPS"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
signbit,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
signbit.out,pointwise,False,likely_yes,"[""CPU"", ""CUDA"", ""MPS"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
atan2.out,pointwise,False,likely_yes,"[""CPU, CUDA"", ""MPS""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
atan2_,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
atan2,pointwise,False,likely_yes,[],"[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
lerp.Scalar_out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
lerp.Tensor_out,pointwise,False,likely_yes,"[""CPU, CUDA"", ""MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
lerp.Scalar,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
lerp.Tensor,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
fmod.Scalar_out,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
fmod.Scalar,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
fmod_.Scalar,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
fmod.Tensor_out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS, MTIA""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
fmod.Tensor,pointwise,False,likely_yes,[],"[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
fmod_.Tensor,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
hypot.out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
hypot,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
hypot_,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
